id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|luxus_minoseg_pont|kert_kulso_pont|parkolas_garage_pont|terulet_meret_pont|komfort_extra_pont|allapot_felujitas_pont|lokacio_kornyezet_pont|futes_energia_pont|negativ_tenyezok_pont|van_luxus_kifejezés|van_kert_terulet|van_garage_parkolas|van_komfort_extra|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont
205|Budaörs, Alma utca||315 M Ft||305 m2|1 032 786 Ft / m2|6 + 2 fél|2001 és 2010 között||jó állapotú|gázkazán||udvari beálló - benne van az árban|maganszemely|3|"Budaörs Rózsadombján, az Alma utcában 754 + 27 nm-es telken, két
generációnak is alkalmas bruttó 305,5 m²-es (+4 terasz - 47 m²), 2003-ban befejezett
családi ház eladó

Budaörs Rózsadombján, a Nap-hegy oldalában panorámás, mediterrán
hangulatú bruttó 305,5 m2-es, háromszintes (a telek adottságai folytán a középső
szint a hátsó kert felé nagy terasszal kertkapcsolatos) családi ház. A házat a tulajdonos
magának építtette, ezért szerkezete, burkolatai igényes anyagokból készültek. A
belső elrendezése átgondolt, odafigyelve arra, hogy minden helyiségnek
kellemes, jól használható mérete legyen. Az alsó szinten az utca felé, külön
bejáratú 42 nm-es kis lakás (fedett terasz, előtér, kis nappali, konyha, hálófülke,
fürdőszoba) került kialakításra, mely nagyobb gyermek saját lakrészének,
műhelynek,..."|https://ingatlan.com/34560683|305 m2||||||||||||||||||||3.0|12.5|2.0|14.0|0.0|0.0|6.0|0.0|0.0|1|1|1|0|0|37.5|0.0|37.5
206|Budaörs, Deák Ferenc utca||215 M Ft||203 m2|1 059 113 Ft / m2|5 + 1 fél|||jó állapotú|gázkazán||önálló garázs - benne van az árban|maganszemely|2|"Kétgenerációs családi ház eladó Budaörs frekventált részén!

Eladóvá vált a két generáció számára is ideális élettérrel és kellő szeparáltsággal rendelkező, jó állapotú, önálló családi házunk. Az alsó szinten 95 négyzetméteren két teljes értékű, valamint egy fél szoba, tágas étkező, kamrával ellátott konyha, közlekedő és egy fürdőszoba kapott helyet. A zárt lépcsőházon keresztül megközelíthető felső szinten, a ház tetőterében szintén 95 négyzetméteren található három teljes szoba, egy étkező, egy konyha kamrával, valamint egy fürdőszoba és egy tágas, 26 négyzetméteres terasz. A mellékhelyiségek mindkét szinten a fürdőszobákkal egy helyiségben találhatóak.

A házhoz egy kényelmes, 650 négyzetméteres telek tartozik, amelyen egy közel 20 négyzetméteres garázs és egy melléképület is helyet kap..."|https://ingatlan.com/34446124|203 m2||||||||||||||||||||0.0|5.0|2.0|28.0|0.0|0.0|6.0|0.0|0.0|0|1|1|0|0|41.0|0.0|41.0
207|Budaörs, Kertváros||294 M Ft||150 m2|1 960 000 Ft / m2||2025|||hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés||udvari beálló - kötelező megvenni|ingatlaniroda|11|"Budaörs legszebb részén, Budapest 11 kerület közeli, exkluzív újépítésű otthon keresi igényes gazdáját.
A br 150nm-es ikerház kivételes térélményt jelent, a hatalmas üvegfelületeknek, illetve a tágas tereknek köszönhetően. A nappaliból nyíló impozáns méretű terasz lebilincselő élményt nyújt az ott tartózkodóknak. Az igazán praktikus elrendezés pedig kényelmes otthont biztosít majd a lakóinak.
Az igényes térkialakítás egész házban luxus élményt ad, amit tovább fokoz a minőségi beépített extra műszaki tartalom:
- Wienerberger 30-as okostégla,
-15cm Austrotherm Grafit hőszigetelés
- déli fekvésűek 3 rétegű panoráma ablakok, leg profibb emelő tolós erkély ajtó ajtók -Jan Ablak fa-alu profil, programozható redőnyök beépített szúnyoghálóval, nappaliban zsaluzia,
- hőszivattyús rendszerű Bosch me..."|https://ingatlan.com/34617668|380 m2|A++|||||||||||||||||||18.0|7.5|0.0|12.0|2.5|6.0|1.5|2.4|0.0|1|1|0|1|0|49.9|0.0|49.9
208|Budaörs, Odvashegy||140 M Ft||105 m2|1 333 333 Ft / m2|3 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán, cserépkályha||udvari beálló|ingatlaniroda|12|"Budaörs hangulatos utcájában eladó egy önálló családi ház.


A ház 1987-ben épült B 30-as téglából, amit a 2000-es évek elején 10 cm-es dryvit szigeteléssel láttak el.

A földszinten található a nappali, konyha, kamra, kádas fürdőszoba és a különálló WC.
Az emeleten pedig három hálószoba és egy zuhanyzós fürdőszoba WC-vel található.

A ház jogilag önálló családi ház, de a szomszéd ingatlannal egybe lett építve, a két ház külön főfallal rendelkezik, nincs közös fal a két ház között.
A folyamatosan karbantartott házban legutóbb a gázcirkót cserélték le kondenzációs kazánra, és bélelték hozzá a kéményt.

A ház háta mögött található a teraszosan kialakított kert.

Várom a hívását!"|https://ingatlan.com/32371035|160 m2||||||||||||||||||||0.0|5.0|0.0|12.0|0.0|0.0|3.0|1.2|0.0|0|1|0|0|0|21.2|0.0|21.2
209|Budaörs, Budaörsi Kamaraerdő||249 M Ft||147 m2|1 693 877 Ft / m2||2025|||hőszivattyú||udvari beálló - benne van az árban|ingatlaniroda|10|"Most 6MFt támogatással építtetheti meg álomotthonát!

Sokan vágynak egy jól megépített, alacsony fenntartási költségű, élhető elosztású, újépítésű házra. A liapor házak európai minőségben épülnek, minimum „A++” energetikával rendelkeznek, és közel 50 típusterv közül választhat. Garanciák a kiviteli árra és határidőre! A megrendeléstől számítva 6-7 hónap alatt beköltözhet a technológiának köszönhetően.
Minden egy kézben: segítünk megtalálni az ideális telket, konzultáció során kiválasztjuk a tökéletes házat. Elkészíttetjük a terv adaptációt, kialakítjuk a személyre szabott pénzügyi ütemtervet (a CSOK+ és egyedi hitelek igénybe vételével), és a beköltözésig minden a mi dolgunk! Sőt - ha szükséges a finanszírozáshoz – hatékony segítséget nyújtunk meglévő ingatlana eladásához is!

Akciónkban m..."|https://ingatlan.com/34843999|796 m2|A++|||||||||||||||||||3.0|2.5|0.0|0.0|0.0|8.0|1.5|0.0|0.0|1|1|0|0|0|15.0|0.0|15.0
210|Budaörs, Budaörsi Kamaraerdő||162 M Ft||92 m2|1 760 869 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|15|Kertvárosi nyugalom Kamaraerdő szívében 92 nm-es családi ház eladóEladó egy 1999-ben épült, 92 nm-es családi ház Kamaraerdő csendes, zöldövezeti részén, 1048 nm-es telken, mégis kiváló közlekedési adottságokkal a buszmegálló mindössze 5 perc gyalog, Budaörs központja autóval pár perc alatt megközelíthető.A szomszéd utcában található óvoda illetve a központban Általános iskolák közül is lehet válogatni.Az ingatlan nappalival, hálószobával, étkezővel, konyhával, kamrával, fürdőszobával és külön WC-vel rendelkezik, továbbá egy 23 nm-es, leválasztott irodahelyiség is helyet kapott benne, mely korábban garázsként funkcionált. A ház alatt található egy 21 nm-es pince, valamint beépíthető tetőtér a lehetőségek bővítésére.A ház Ytong téglából épült, fűtését gázcirkó, a meleg vizet pedig gázbojler ...|https://ingatlan.com/34901975|1048 m2||||||||||||||||||||0.0|7.5|4.0|10.0|0.0|0.0|12.0|2.4|0.0|0|1|1|0|0|35.9|0.0|35.9
211|Budaörs, Ibolya utca||229 M Ft||270 m2|848 148 Ft / m2||1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Budaörsön a Törökugrató keleti részén eladó egy önálló, igényesen megépített családi ház.
Az ingatlan 3 szinten helyezkedik el.
A 127m2-es alagsor számos hasznos lehetőségnek biztosít helyet.
A 88m2-es földszinten egy impozáns méretű nappali, mely egy 43m2-es teraszba nyílik, a konyha a fürdő és a mellékhelyiség kapott helyet. A márvány kandalló a téli estéket teszi meghitté.
A 62m2-es felső szinten 3 hálószoba és 1 kádas fürdő lett kialakítva. A hálószobákból loggiára léphetünk ki.
Az előtérből egy kis lépcsőn lehet a ""toronyszobát"" megközelíteni.
A ház téglából épült, s hőszigetelő vakolatot kapott.
A fűtést, mely korszerűsítést igényel, jelenleg gázkazán biztostja, a melegvizet villanybojler adja.
A garázslejáró fűthető, így akár ónosesőben is megkönnyíti a közlekedést.
A hangulatos ősf..."|https://ingatlan.com/34856913|270 m2||||||||||||||||||||3.0|7.5|2.0|20.0|0.0|0.0|4.5|2.4|0.0|1|1|1|0|0|39.4|0.0|39.4
212|Budaörs, Kőhegy||90 M Ft||90 m2|1 000 000 Ft / m2|3 + 1 fél||||gáz (konvektor)|||ingatlaniroda|13|"TELJES KÖRŰEN FELÚJÍTANDÓ IKERHÁZFÉL BUDAÖRS SZÍVÉBEN, A KŐHEGY LÁBÁNÁL!
Ha olyan otthonra vágysz, amit teljesen a saját elképzeléseid szerint formálhatsz, akkor megtaláltad, amit keresel!

Lokáció: Budaörs egyik legbájosabb utcájában, a természet közvetlen közelében, mégis mindenhez közel.

Ez az 1969-ben épült, stabil szerkezetű ikerházfél kiváló lehetőség akár befektetőknek, akár olyan pároknak vagy kisebb családoknak, akik saját ízlésük szerint szeretnék kialakítani álmaik otthonát.

Főbb jellemzők:
Teljes körű felújítást igényel – alkosd meg saját otthonod!

Telek mérete: 350 nm kert + 90 nm lakótér

Enyhén lejtős telek, két utcafronti bejárattal (kb. 15 m széles)

Saját helyrajzi számmal rendelkező, per- és tehermentes ingatlan

Azonnal birtokba vehető

Pince és padlás is tartozik a ..."|https://ingatlan.com/34893369|350 m2||||||||||||||||||||0.0|10.0|0.0|6.0|0.0|6.0|3.0|0.0|-1.5|0|1|0|0|1|25.0|1.5|23.5
213|Budaörs, Budaörsi Kamaraerdő||329,90 M Ft||228 m2|1 446 929 Ft / m2||2001 és 2010 között|||gázkazán||önálló garázs - benne van az árban|ingatlaniroda|27|"Otthon Kamaraerdő szívében – ahol én is élek

Ha valaki megkérdezné tőlem, miért szeretek Kamaraerdőben élni, azt mondanám: mert itt tényleg megvan minden, amire vágyhat az ember. A csend, a zöld, a madarak reggeli hangja – és közben pár perc alatt elérhető Budapest. Pontosan ezért különleges számomra ez a most eladó ház is, hiszen gyakorlatilag a szomszédságomban található. Tudom, milyen itt sétálni délután, milyen érzés a gyerekeket kiengedni játszani, és milyen, amikor nyáron a kertben tölti az ember az estét.

Ez a 2001-ben épült, kiváló állapotú családi ház minden szempontból ideális választás lehet annak, aki nyugalomra, biztonságra és egy kis luxusra vágyik. Az ingatlan 228 m²-es, egy 892 m²-es telken fekszik, és a praktikus elosztása miatt nagyon élhető.

A ház részei:
hatalmas, 46..."|https://ingatlan.com/34931264|228 m2||||||||||||||||||||6.0|5.0|0.0|4.0|0.0|0.0|4.5|0.0|0.0|1|1|0|0|0|19.5|0.0|19.5
214|Budaörs, Ady Endre utca 53/C||99 M Ft||56 m2|1 767 857 Ft / m2|3 + 1 fél|1950 és 1980 között||jó állapotú||||ingatlaniroda|7|"Fedezze fel álmai otthonát Budaörs szívében – 3 szobás földszintes családiház várja Önt!
Fedezze fel a modern életstílus és a nyugalom tökéletes egyensúlyát Budaörsön, ahol egy frissen felújított, 56 négyzetméteres, háromszobás ház várja új tulajdonosát. Ez a tehermentes ingatlan ideális választás minden generáció számára, akik szeretnék élvezni a kertvárosi lakás előnyeit.
Az ingatlanhoz tartozó 377 négyzetméteres telek tökéletes lehetőséget biztosít a szabadidő eltöltésére. A terasz , amely 10 négyzetméter, kellemes helyszínt kínál a reggeli kávézásokhoz vagy a baráti összejövetelekhez.

Beosztás:
- amerikai konyhás nappali, 2 hálószoba, fürdőszoba Wc- vel, előszoba

Az ingatlant 2025- ben felújították.
- villany- és vízvezetékek cseréje megtörtént minden helyiségben
- fürdőszobát teljes..."|https://ingatlan.com/34929908|377 m2||||||||||||||||||||0.0|10.0|0.0|18.0|0.0|12.0|1.5|0.0|0.0|0|1|0|0|0|41.5|0.0|41.5
215|Budaörs, Budapesti út||185 M Ft||360 m2|513 888 Ft / m2|5 + 2 fél|1950 és 1980 között||közepes állapotú|gázkazán||udvari beálló - benne van az árban|maganszemely|0|"Eladó kétgenerációs ingatlan Budaörs központjában

Budaörs szívében, kiváló elhelyezkedéssel kínálunk eladásra egy felújítandó, kétgenerációs ingatlant, amely két különálló épületből áll. A megoldás ideális többgenerációs családoknak, vállalkozásnak vagy befektetőknek.

Utcafronti épület

Jelenleg bejáratott üzlethelyiségként működik

Földszint: tágas tér, konyha, WC, kamra

Emelet: két nagyméretű, egyforma szoba

közös, végigfutó balkon

különálló konyha és WC

kis kamra

raktárként használt, de fürdőszobának kialakítható helyiség

Hátsó épület

Két darab 20 nm-es szoba

Konyha: 8–10 nm

Előtér: 15 nm

Fürdő + WC: tágas, kb. 70 nm

Közlekedő folyosó

Kiegészítő helyiségek

Külső tároló: 15 nm

Külső kamra és tároló: 6 nm
Közvetlen kertkapcsolat
Műszaki állapot
Lapostetős kivitelezés
Hátsó..."|https://ingatlan.com/34925922|360 m2||||||||||||||||||||0.0|5.0|0.0|30.0|0.0|2.0|0.0|0.0|-1.5|0|1|0|0|1|37.0|1.5|35.5
216|Budaörs, Pest megye||99 M Ft||56 m2|1 767 857 Ft / m2||1950 és 1980 között||jó állapotú|egyéb||udvari beálló|ingatlaniroda|7|"Budaörsön egy frissen felújított, 56 m2-es, amerikai konyhás nappali + 2 szobás ház, 10 m2 terasszal és 377 m2-es telekkel várja új tulajdonosát!

Ez a tehermentes ingatlan ideális választás minden generáció számára, akik szeretnék élvezni a kertvárosi lakás előnyeit.
Az ingatlanhoz tartozó 377 m2-es telek tökéletes lehetőséget biztosít a szabadidő eltöltésére. A terasz , amely 10 négyzetméter, kellemes helyszínt kínál a reggeli kávézásokhoz vagy a baráti összejövetelekhez.

Beosztás:
- amerikai konyhás nappali, 2 hálószoba, fürdőszoba Wc- vel, előszoba

Az ingatlant 2025- ben felújították.
- villany- és vízvezetékek cseréje megtörtént minden helyiségben
- fürdőszobát teljesen felújították
- a konyhát új konyhabútorral és műszaki gépekkel látták el
- a fűtés elektromos ,energiatakarékos fű..."|https://ingatlan.com/34925064|377 m2||||||||||||||||||||0.0|17.5|0.0|24.0|0.0|18.0|0.0|1.2|0.0|0|1|0|0|0|60.7|0.0|60.7
217|Budaörs, Pest megye||399 M Ft||250 m2|1 596 000 Ft / m2||2022||újszerű||||ingatlaniroda|12|"Budaörs, ahol a panoráma soha nem ér véget – és a nyugalom a mindennap része

Budaörsi lakosként tudom, milyen ritka kincs egy ilyen ingatlan: egyszerre modern, igényes, természetközeli és központi. Ez a 2022-ben épült, nettó 250 m²-es családi ház egy csendes, forgalomtól mentes utcában áll, ahonnan a Budai-hegység látványa minden évszakban más arcát mutatja – de mindig lenyűgöző.

Miért különleges?

Örökpanoráma a nappaliból és a teraszról – ez nem csak egy kilátás, ez egy életérzés.
Feszített víztükrű, sós vizes medence**, ami nyáron a saját privát wellnessed.
Három szintnyi kényelmes élettér** – okos elrendezéssel, tágas szobákkal.
Okosotthon-rendszer** és korszerű hőszivattyús fűtés, minimális rezsivel.
Letisztult, modern stílus** prémium anyagokkal és kivitelezéssel.

Amit a képek nem..."|https://ingatlan.com/34925002|250 m2||||||||||||||||||||12.0|15.0|0.0|8.0|7.5|0.0|6.0|0.0|0.0|1|1|0|1|0|48.5|0.0|48.5
218|Budaörs, Budaörsi Kamaraerdő||99,90 M Ft||80 m2|1 248 750 Ft / m2||2001 és 2010 között|||gázkazán|||ingatlaniroda|24|"Kamaraerdő szívében, ritka lehetőség – eladó családi ház tágas telekkel és vendégházzal

Budaörs egyik legkedveltebb részén, Kamaraerdőben, eladó egy kivételes adottságú, 2001-ben épült, jó állapotú családi ház, amelyet a tulajdonos saját otthonaként szeretettel és gondosan tartott fenn. A 1650 m²-es, két utcáról megközelíthető telek nemcsak kényelmet, hanem valódi szabadságot is nyújt.

Az ingatlan elosztása átgondolt és praktikus:

Nappali:24 m²
Galéria:12 m²
Hálószoba: 11,2 m²
Szoba: 12,5 m²
Konyha: 6 m²
Előszoba: 10,6 m²
Fürdőszoba:6,5 m²
Fürdőszoba + WC: 5 m²
Terasz: 35 m² (déli fekvés)

A tágas, világos szobák mind külön bejáratúak, így minden családtag számára biztosított a saját élettér. Két fürdőszoba szolgálja a kényelmet, a fűtést gáz cirkó biztosítja, a fürdőkben padlófűtéssel,..."|https://ingatlan.com/34924949|1650 m2||||||||||||||||||||3.0|12.5|0.0|22.0|2.5|2.0|7.5|1.2|0.0|1|1|0|1|0|50.7|0.0|50.7
219|Budaörs, Kertváros - Ganztelep||177 M Ft||154 m2|1 149 350 Ft / m2||2025|||hőszivattyú, padlófűtés||udvari beálló - kötelező megvenni|ingatlaniroda|0|"Budaörs Ganz részén kiváló lokácíó, az új 3 % os hitelnek is megfelelő!!
Ajánlom ezt a 154 nm és 3 szintes ikerház felet
Pince szinten kialakításra került : dolgozó szoba , mosó konyha
Fsz - en kiállításra került: amerikai konyhás nappali 40 nm, előszoba, fürdő, háló
Em -en található :3 nagy háló erkéllyel, Fürdőszoba, gardrób
Tartozik hozza kicsi kert, 1 gk nak udvari beálló .
Vételár műszaki tartalma (jelenleg 95% készültség):
• vasbeton sávalap, vasbeton födémek
• 30 cm tégla falazat, +15 cm homlokzati EPS100 hőszigetelés (lábazatnál 10cm XPS), nemesvakolat
• új műanyag nyílászárók, 2 rétegű üvegezéssel,
új belső ajtók és biztonsági külső ajtó
• faszerkezetű magas tető, új Leier cserepezéssel, alumínium bádogozással, ereszekkel
• közművek: villany, víz, csatorna (gáz még van, de megszün..."|https://ingatlan.com/34920932|120 m2|A+|||||||||||||||||||0.0|5.0|0.0|12.0|0.0|8.0|0.0|2.4|0.0|0|1|0|0|0|27.4|0.0|27.4
220|Budaörs, Kismartoni utca 93.||249 M Ft||210 m2|1 185 714 Ft / m2||||||||maganszemely|0|"Tulajdonodtól eladó Budaörs–Kamaraerdőn – Panorámás családi ház hatalmas telekkel és fejlesztési lehetőséggel!

Budaörs egyik legszebb, nyugodt, zöldövezeti részén, Kamaraerdőben kínálunk eladásra egy háromszintes, 210 m²-es családi házat 1100 m²-es, ősfás telken, lenyűgöző panorámával.

A ház minden szintjén külön fürdőszoba található, van saját téglagarázs, és a gondozott kertben ősfák biztosítanak árnyékot és nyugalmat.

Fejlesztők figyelem! A telekre további ~140 m² beépíthető, így akár 4 lakásos társasház is kialakítható, ami becslések szerint ~200 millió Ft tiszta hasznot hozhat.

Főbb jellemzők:

3 szintes, 210 m² lakótér

1100 m²-es, ősfás telek panorámával

Minden szinten fürdőszoba

Saját téglagarázs

Csend, nyugalom, kiváló közlekedés

Jelentős bővítési és befektetési potenciál
..."|https://ingatlan.com/34919904|210 m2||||||||||||||||||||3.0|12.5|4.0|8.0|0.0|0.0|9.0|0.0|0.0|1|1|1|0|0|36.5|0.0|36.5
