id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api
192|Budapest XII. kerület, Goldmark Károly utca||967,02 M Ft||399 m2|2 423 602 Ft / m2||||felújított||||ingatlaniroda|10|"Kissvábhegy egyik patinás és csendes utcájában eladó igényesen kialakított örök panorámás klasszikus villa.

Fejlesztők figyelmébe!
Az ingatlan alkalmas 3 lakásos társasház fejlesztésére is! Műemléki vagy helyi védettség alatt nem áll!
Az ősfás, parkszerű telken – amely két utcafronttal rendelkezik – két garázs is található (1 db 2 beállós, kb. 40 m2 és 1 db 1 beállós, kb. 15 m2.)."|https://ingatlan.com/34908137|399 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
193|Budapest XII. kerület, Németvölgy||360 M Ft||280 m2|1 285 714 Ft / m2||1950 előtt||felújítandó||||ingatlaniroda|5|"A XII. ker. Sashegy-Németvölgy határán, az Apor Vilmos tér közelében lévő csendes mellékutcában kínálunk eladásra egy 1.139 m2-es telken lévő felújítandó villaépületet.
A ház a múlt század első felében épült, földszint, emelet és pince beosztású, ~ 280 m2bttó területű. A jelenlegi szabályzók szerint bővíthető, a homlokzati fal megtartásával vagy bontható is. Az elkészült koncepció terv alapján egy háromszintes, mélygarázsos épület alakítható ki, mely az eredeti értékek megóvása mellett a mai kor igényeit is kielégíti.
Remek helyen található ingatlan, közel a városhoz, de mégis csendes helyen. Tömegközlekedés, üzletközpont, sportközpont pár száz méter távolságra található."|https://ingatlan.com/33425640|280 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. ker. Budai hegyek - Villa negyed|1.4|Virányos|0.72|enhanced_4step|aggregated_from_1_sources|1|||
194|Budapest XII. kerület, Diós árok||269 M Ft||221 m2|1 217 194 Ft / m2||1981 és 2000 között||közepes állapotú|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|30|"Nagycsaládosok, befektetők figyelem!

Különleges lehetőség Istenhegyen – 1 épület, 2 lakás, saját kert, dupla garázs és dupla fedett kerti beálló!

Budapest XII. kerületének zöldövezeti részén, Istenhegy - Diósárok városrészben eladó egy 2 lakásos, 221 nm-es ( + teraszok, erkélyek) sorházi ingatlant, 540 nm-es saját telekkel, 2 állásos garázzsal + 2 állásos fedett kerti beállóval!

Az ingatlan főbb jellemzői:
•Nagy telek (540nm) – kiváló lehetőség pihenésre, családi rendezvényekre,
•2 lakás, külön bejárattal a lépcsőházból,
•221 nm összterület, (nettó: 202nm) + 2 terasz, + 3erkély, praktikus elrendezésben,
•Földszint: dupla garázs, műhely, fürdőszoba és külön WC
•Első emelet: 60 nm teljes lakószint, erkéllyel, hátul kertkapcsolatos terasszal,
•Második emelet: belső kétszintes, tetőtér beép..."|https://ingatlan.com/34916132|221 m2||||||||||||||||||||0.0|0.0|0.0|0.0|5.6|3.2|0.0|0.0|0|0|0|0|1|1|0|0|8.8|0.0|8.8|XII. ker. Hegyvidék prémium|1.35|Orbánhegy|0.64|enhanced_4step|aggregated_from_1_sources|1|||
195|Budapest XII. kerület, Ámor utca||320 M Ft||290 m2|1 103 448 Ft / m2|5 + 2 fél|1981 és 2000 között||jó állapotú|házközponti||önálló garázs|maganszemely|2|"== English description below ==

Elhelyezkedés és ingatlan leírása:
Ez a rengeteg lehetőséget magában rejtő, átmenő forgalomtól mentes utcában háromszintes családi ház minden igényt kielégít. Bár a ház felújításra szorul, szerkezetileg jó állapotban van, a karbantartása folyamatos volt a kezdetektől. A tágas nappali nagy ablakokkal rendelkezik, amelyek rengeteg természetes fényt biztosítanak. A ház két tömbre osztott: a nappali tömb és a háló tömb fél szint eltolással kapcsolódnak egymáshoz egy közös közlekedővel, így jól el tud különülni a nappali és az esti élet.
A házhoz tartozik egy tágas kert és egy különálló tároló. A gyerekek biztonságosan játszhatnak, és a család együtt élvezheti a szabadidőt a csendes kertben. Az alsó szinten található belső szilárd burkolatú udvar tökéletes hely ..."|https://ingatlan.com/34353784|290 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
196|Budapest XII. kerület, Pipacs ösvény||94,90 M Ft||61 m2|1 555 737 Ft / m2|1 + 2 fél|||||||maganszemely|0|"INGATLANOSOK KÉREM NE KERESSENEK!

XII. kerületben, Buda tüdejében prémium minőségű, kétlakásos, örökpanorámás családi házunk, 250m2-es telekkel eladó. Az ingatlan két külön terepszinten, különálló bejárattal, akár külön kapuról való bejutással rendelkezik. Mindkét lakás örökpanorámás. Alsó szintje nettó 15 m2-es minigarzon. Itt található plusz még egy 8 m2-es tároló. Felső szintje nettó 46m2-es 1+1/2 szobás. A ház teljes körűen minőségi anyagokkal felújított.
Paraméterek: -Vasalt sávalap
-30cm-es égetett tégla falazat.
-Szigetelése: Homlokzaton 15 cm eps.
Lábazaton 15 cm xps.
Aljzaton 10 cm lépésálló.
Mennyezeten: 45 cm kőzetgyapot.
-Járható padlás, többszörösen kezelt tetőszerkezet.
-Héjazata: esztergomi kanonok sori bontott cserép.
-Áram fogyasztása lakásonként külön mérhető, 3x20A ipar..."|https://ingatlan.com/34594967|252 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|6.4|0.0|0.0|0|0|0|1|0|1|0|0|10.2|0.0|10.2|XII. ker. Hegyvidék prémium|1.35|Ismeretlen|0.0|fallback|none|0|||
198|Budapest XII. kerület, Zsigmondy Vilmos utca||390 M Ft||198 m2|1 969 696 Ft / m2||||felújított|gázkazán||udvari beálló - benne van az árban|maganszemely|3|"Eladó ikerház Farkasréten – Többgenerációs családi otthon, kerttel és garázzsal

????Általános jellemzők:
- Elhelyezkedés: Farkasrét, déli fekvés, csendes és zöld környezet, örökpanoráma
- Alapterület: 90 m² + 108 m² (összesen 198 m² lakóterület)
- Szintek: 3 (2 külön bejáratú, de összekapcsolható lakrészek)
- Kert: 300 m², gyümölcsfákkal, teraszokkal (20 m² + 10 m²)
- Garázs: 60 m² (műteremmel és kis fürdőszobával)
- Melléképület: 24 m² (éléskamra, mosókonyha, szerszámtároló)
- Energia: 3 kW napelemrendszer, esővíz-hasznosító rendszer

✨ Kényelmes és funkcionális elrendezés:
- Alsó szint (90 m²):
- 2020-ban teljesen felújítva
- Tágas nappali cserépkályhával, konyhával, fürdőszobával, hálószobával
- Külön bejárat, ideális vendégszállás vagy idősebbeknek

- Felső lakrész (108 m², 2 szintes)..."|https://ingatlan.com/34771005|600 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|0|0|0|0|4.5|0.0|4.5|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
199|Budapest XII. kerület, Kútvölgyi út 18.||249 M Ft||92 m2|2 706 521 Ft / m2||||felújított|hűtő-fűtő klíma||udvari beálló - benne van az árban|maganszemely|0|"XII. Kerület egyik legfrekventáltabb részén eladó többfunkciós családi ház tulajdonostól!

Az ingatlan teljesen új külsővel és belsővel várja új tulajdonosát! ( tetőcserép, hőszigeteles, nyílászárók, villany, víz)
Fűtés: oldalfali klímával. Az ingatlan összközműves.
Gyönyörű hatalmas gesztenyefákkal körbevett SAJÁT kerttel, gépjármű beállási lehetőséggel!

Tökéletes befektetés: a házzal szemben óvoda, nővér szálló, buszmegálló, a környéken vásárlási, étkezési lehetőség minimális!
JELENLEG IS TÖBB ÉRDEKLŐDŐ LENNE A HÁZ BÉRBEVÉTELÉRE havi 710.000Ft-ért!

A ház jelenleg két lakásra van osztva, két külön bejárattal, így akár üzletnek is ideális!
A házzal szemben állva jobb oldalon egy nagy nappali+konyha, kèt szoba és fürdőszoba, a bal oldalon egy nagy szoba, konyha és egy kis fürdőszoba kapot..."|https://ingatlan.com/34740030|530 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
200|Budapest XII. kerület, Arató utca 31-33.||349 M Ft||420 m2|830 952 Ft / m2||1981 és 2000 között||közepes állapotú|gázkazán||önálló garázs - benne van az árban|maganszemely|0|"Eladó panzió gyönyörű budai kilátással – kivételes befektetési lehetőség!

Eladásra kínálunk egy különleges adottságokkal rendelkező panziót Budapest egyik legszebb részén, Buda zöldövezetében. Páratlan kilátással a városra és a környező hegyekre.

Az épület háromszintes, sokrétű hasznosításra alkalmas:
•Tovább üzemeltethető panzióként
•Könnyedén átalakítható több önálló lakássá
•Vagy akár exkluzív családi házzá is kialakítható

A környék csendes, biztonságos, mégis kiválóan megközelíthető és tömegközlekedés is elérhető.

Ez az ingatlan nemcsak otthonként, de befektetésként is remek lehetőséget kínál!"|https://ingatlan.com/34738680|420 m2|E|||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
201|Budapest XII. kerület, Arató utca||1,46 Mrd Ft||450 m2|3 244 444 Ft / m2||||újszerű|hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés||önálló garázs - benne van az árban|maganszemely|0|"BERUHÁZÓZÓL ELADÓ - Budapest, Buda, XII. kerület, déli oldalán, igazán csendes utca végén, erdei mikroklímával, városi panorámával, nappali + 5 hálószobával, vadonatúj, MINIMALISTA luxusvilla, családi ház.

(INGATLANKÖZVETÍTŐK KIZÁRÓLAG, KONKRÉT ügyfél-érdeklődés esetén keressenek ÍRÁSOS formában!!!)

A „VILLA” két, szinte sík utcából, könnyen megközelíthető, és tömegközlekedési eszközöktől is max 10 perc sétára található.

Nagyvonalú, mégis családias tér- és belső kialakítás jellemzi az épületet...
Elegáns megjelenés, kialakítások jellemzik az egész épületet -
- tágas, 90 négyzetméternyi szuperpanorámás nappali - 6 méter magas loft-szerű étkező, különleges, prémium konyha kialakítással,
- szülői master háló, + gyerek-, vendég-, és külön dolgozószobával (összesen 5 háló),
- 3 fürdőszobával..."|https://ingatlan.com/34721271|450 m2|A+++|||||||||||||||||||0.0|0.0|0.0|7.6|0.0|6.4|0.0|-4.0|0|0|0|1|0|1|0|1|14.0|4.0|10.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.76|enhanced_4step|aggregated_from_1_sources|1|||
202|Budapest XII. kerület, Rácz Aladár út 137.||256 M Ft||200 m2|1 280 000 Ft / m2||||||||maganszemely|3|"Uniquely located semi-detached house in the green 12th district of Budapest.
Private sale without brokerage commission
Unique and great view down to the city.
Located in a green cul-de-sac with reduced traffic.
Yet the city centre can be reached in a few minutes, even by public traffic.

House living area 200 m2, property 482 m2

The house is ready to move into.
Like the other half of the house, it can also be turned into a magnificent preciousness with a few renovations.

If you prefer to live calmly and surrounded by greenery, yet still close to the centre and on top of that, with a unique and unobstructed panorama view of Budapest, then this house is the right choice for you!

Details:
7 rooms, 2 bath rooms and 3 toilets.
Living and dining room (43 sqm), as well as the kitchen and a gue..."|https://ingatlan.com/34708476|482 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. ker. Általános|1.0|Ismeretlen|0.0|fallback|none|0|||
203|Budapest XII. kerület, Istenhegy||990 M Ft||690 m2|1 434 782 Ft / m2||1981 és 2000 között|||hőszivattyú, gázkazán, hűtő-fűtő klíma||teremgarázs hely - benne van az árban|ingatlaniroda|26|"Teljes Ikerház egyben, Wellnes, Garázsok, hatalmas intim díszkert – ÚJ Hőszivattyús fűtésrendszer
Akár többgenerációs otthon, cégközpont vagy befektetés célra. (az ikerházak külön-külön is eladók!)

XII. kerület, Istenhegy legszebb villanegyedében, csendes egyirányú mellékutcában, 2100 m2 ősfás, panorámás díszkertben, két teljesen szeparált lakóegységből álló épület, családi ház, összesen 690 m2 lakóterülettel.

A két ingatlan külön bejáratú, külön közművekkel és saját kerttel, garázsokkal rendelkeznek, így ideális:

-Többgenerációs családoknak, ikerház funkció (2 külön család részére)
-Nagykövetségnek vagy cégközpontnak
-Klinikának
-Befektetőknek (több albetét kialakítása is)

Főbb adatok röviden:

➡ Jobb oldal :
Saját kert 950 m2
4 szinten, ~350 m² + terasz és erkély kapcsolatok
6-7 háló..."|https://ingatlan.com/34883174|690 m2|B|||||||||||||||||||9.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|1|0|0|0|0|1|0|0|12.2|0.0|12.2|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.68|enhanced_4step|aggregated_from_1_sources|1|||
204|Budapest XII. kerület, Magas út||450 M Ft||350 m2|1 285 714 Ft / m2|5 + 3 fél|1981 és 2000 között||felújított|gázkazán, padlófűtés, kandalló||udvari beálló|maganszemely|1|"Buda legszebb természetvédelmi területének közvetlen határában, a városhoz még nagyon közel, de az erdő ölelésében gyönyörű napos telken áll ez a fantasztikus adottságú ház. Aki szereti a csöndet, a friss levegőt, és vonzódik a természethez, annak a tökéletes családi otthona lehet ez a ház. Mivel a telek külterületi besorolású, így a telek nem alkalmas társasház vagy egyéb ingatlanberuházási megoldásra, csak ezzel a házzal és ennek adottságaival lehet tovább hasznosítani.
Mivel a ház egy hegytetőn helyezkedik el, így a telek lejtésviszonyai viszonylag meredekek. Ezért az utca felőli fronton még földszint plusz tetőtér beépítéses ház a hátsó udvar felől már 4 emeletes társasháznak tűnik. Így kiválóan alkalmas egy nagycsalád, vagy egy több generációs család otthonának. A házban a hat hálószo..."|https://ingatlan.com/34518346|350 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Orbánhegy|0.72|enhanced_4step|aggregated_from_1_sources|1|||
205|Budapest XII. kerület, Svábhegy||1,08 Mrd Ft||800 m2|1 345 848 Ft / m2||2001 és 2010 között||jó állapotú|gázkazán||teremgarázs hely - benne van az árban|ingatlaniroda|0|"Eladó a XII egyik legszebb részén 2 ikerház egyben. A telek 1980 m2-es, a ház összesen 800 m2.
A 2 ikerház jelenleg bérbe van adva.
Az ikerházak összesen 2 nappali 10 háló, 6 fürdőszoba, konyha, 6 kocsibeálló, 4 teraszból állnak.
A telek önállóan fejlesztésre is alkalmas 0000000"|https://ingatlan.com/34804995|800 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Svábhegy|0.24|enhanced_4step|aggregated_from_1_sources|1|||
206|Budapest XII. kerület, Bürök utca 89.||649 M Ft||280 m2|2 317 857 Ft / m2||2011||újszerű|gázkazán, kandalló||önálló garázs - benne van az árban|maganszemely|3|"Eladó egy elegáns 3 szintes, 4 hálószobás, 3 fürdőszobás villa Budapest egyik legelőkelőbb részén, Martonhegyen. A ház lenyűgöző panorámával rendelkezik, amely páratlan kilátást nyújt a környező tájra.

Az ingatlan tágas belső terekkel, világos nappalival, igényes kialakítással és kiváló elrendezéssel várja új tulajdonosát. Ideális választás mindazok számára, akik nyugalomra, exkluzivitásra és kiváló elhelyezkedésre vágynak.

Ne hagyja ki ezt a ritka lehetőséget, hogy otthonra leljen Budapest egyik legkeresettebb környékén!

Ingatlanosok kerem NE keressenek!"|https://ingatlan.com/34698580|280 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. ker. Budai hegyek - Villa negyed|1.4|Ismeretlen|0.0|fallback|none|0|||
207|Budapest XII. kerület, Zsolna utca 23.||799 M Ft||300 m2|2 663 333 Ft / m2||1981 és 2000 között||újszerű|gázkazán, hűtő-fűtő klíma, padlófűtés||teremgarázs hely - benne van az árban|maganszemely|3|"Tulajdonostól eladó, panorámás ikerház, zöldövezetben, de mégis központi helyen, Istenhegyen. Iskolák, óvodák, bolt, tömegközlekedés 2-3 perc gyalogosan, autóval könnyen megközelíthető.
Az ingatlan 2022-ben került újjáépítésre, a mai kor elvárásainak figyelembe vételével, a legmagasabb minőségű anyagok kerültek beépítésre. A lakás méretre gyártott, egyedi tervezésű beépített bútorzatával együtt eladó.
Az ingatlan nettó alapterülete kb 290 nm (90 nm garázs szint, 100 nm nappali szint, 100 nm emelet).
Jelenleg egy hatalmas amerikai konyhás nappali valamint három hálószoba és három fürdőszoba került kialakításra. További egy hálószoba minimális átalakítással kialakítható.
Két állásos garázs (elektromos autó töltővel), tárolók, szauna, további 1 kerti kocsibeálló.
Minden szinten panorámás tera..."|https://ingatlan.com/34636961|300 m2|A++|||||||||||||||||||0.0|4.0|0.0|7.6|0.0|9.600000000000001|0.0|-2.0|0|1|0|1|0|1|0|1|21.2|2.0|19.2|XII. ker. Belváros|1.0|Ismeretlen|0.0|fallback|none|0|||
208|Budapest XII. kerület, Csipke út||390 M Ft||238 m2|1 638 655 Ft / m2|||||gázkazán||önálló garázs|maganszemely|0|"XII kerület legjobb részén eladó 3 szintes, panorámás, rendkívül világos ikerház fél, melyet gyönyörűen karbantartott kert és madárcsicsergés vesz körül.
Az ingatlan 2019-ben lett felújítva, nettő 223 nm plusz 3 garázs és tároló, 5 jó méretű hálószobával - azaz ideális többgyerekes család számára.

A bejárati szinten előszoba-gardrób, valamint garázs, közös tároló, fitness szoba és kazánház található. A földszinten 70nm-en helyezkedik el az óriási nappali és konyha egyben, konyhaszigettel, beépített dupla hűtővel, külön kamrával és mosdóval. A nappalihoz terasz és közvetlen kertkapcsolat tartozik A felső két szinten 3, ill. 2 hálószoba, egy-egy gardrób és külön fürdőszobák találhatóak, az egyikben zuhany, a másikban sarokkád.
Az épületben közvetlenül egy garázshely, az utca szinten pedig e..."|https://ingatlan.com/34618949|238 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|XII. ker. Általános|1.0|Ismeretlen|0.0|fallback|none|0|||
